UID,Ano_Criacao,Sigla_IF,Nome_IF,Campus_IF,Tipo_Unidade,Regioes,UF,Municipio,Endereco_Padronizado,CEP,Telefone,E-mail,Site,Dirigente,Fonte
iftm_campus_avancado_campina_verde,2014,IFTM,Instituto Federal do Triângulo Mineiro,Campus Avançado Campina Verde,Campus Avançado,Sudeste,MG,Campina Verde,"fazenda Campo belo, Rodovia BR 364, km 153, Zona Rural Campina Verde, MG, 38270-000",38270-000,(34) 5412-5661,dg.av.cvr@iftm.edu.br,www.iftm.edu.br,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/minas-gerais
iftm_campus_avancado_uberaba_parque_tecnologico_unidade_i,2015,IFTM,Instituto Federal do Triângulo Mineiro,Campus Avançado Uberaba Parque Tecnológico (Unidade I),Campus Avançado,Sudeste,MG,Uberaba,"Avenida Doutor Florestan Fernandes, 131, Univerdecidade, Uberaba, MG, 38064-190",38064-190,(34) 3326-1400,dg.av.upt@iftm.edu.br,www.iftm.edu.br,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/minas-gerais
iftm_campus_avancado_uberaba_parque_tecnologico_unidade_ii,,IFTM,Instituto Federal do Triângulo Mineiro,Campus Avançado Uberaba Parque Tecnológico (Unidade II),Campus Avançado,Sudeste,MG,Parque das Américas Uberaba,"Avenida Edilson Lamartine Mendes, 300, Parque das Américas Uberaba, MG, 38045-000",38045-000,(34) 33261000,secretariaprofept@iftm.edu.br,www.iftm.edu.br,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/minas-gerais
iftm_campus_ituiutaba,2010,IFTM,Instituto Federal do Triângulo Mineiro,Campus Ituiutaba,Campus,Sudeste,MG,Ituiutaba,"Avenida Belarmino Vilela Junqueira, Novo Tempo II Ituiutaba, MG, 38305-200",38305-200,(34) 3271-4000,dg.ituiutaba@iftm.edu.br,www.iftm.edu.br,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/minas-gerais
iftm_campus_paracatu,2010,IFTM,Instituto Federal do Triângulo Mineiro,Campus Paracatu,Campus,Sudeste,MG,Paracatu,"Rodovia MG-188 – KM 167, Paracatuzinho, Paracatu, MG, 38603-402",38603-402,(38) 3365-0300,dg.pct@iftm.edu.br,www.iftm.edu.br,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/minas-gerais
iftm_campus_patos_de_minas,2013,IFTM,Instituto Federal do Triângulo Mineiro,Campus Patos de Minas,Campus,Sudeste,MG,Patos de Minas,"Rodovia BR-365, Em frente ao posto Patão, Planalto, Patos de Minas, MG, 38706-328",38706-328,(34) 3820-8700,dg.ptm@iftm.edu.br,www.iftm.edu.br,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/minas-gerais
iftm_campus_patrocinio,2013,IFTM,Instituto Federal do Triângulo Mineiro,Campus Patrocínio,Campus,Sudeste,MG,Patrocínio,"Av Líria Terezinha Lassi Capuano, 255, Chácara das Rosas, Patrocínio, MG, 38747-792",38747-792,(34) 3515-2100,dg.ptc@iftm.edu.br,www.iftm.edu.br,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/minas-gerais
iftm_campus_uberaba,1954,IFTM,Instituto Federal do Triângulo Mineiro,Campus Uberaba,Campus,Sudeste,MG,Uberaba,"Rua João Batista Ribeiro, 4000, Distrito Industrial II, Uberaba, MG, 38064-790",38064-790,(34) 3319-6000,dg.ura@iftm.edu.br,www.iftm.edu.br,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/minas-gerais
iftm_campus_uberlandia,2010,IFTM,Instituto Federal do Triângulo Mineiro,Campus Uberlândia,Campus,Sudeste,MG,Uberlândia,"Fazenda Sobradinho, s/n. Fazendo Sobradinho, Uberlândia, MG, 38400-970",38400-970,(34) 3233-8800,dg.udi@iftm.edu.br,www.iftm.edu.br,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/minas-gerais
iftm_campus_uberlandia_centro,2013,IFTM,Instituto Federal do Triângulo Mineiro,Campus Uberlândia Centro,Campus,Sudeste,MG,Uberlândia,"Rua Blanche Galassi, 150, Morada da Colina, Uberlândia, MG, 38411-104",38411-104,(34) 3221-4800,dg.udicentro@iftm.edu.br,www.iftm.edu.br,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/minas-gerais
iftm_escola_tecnica_de_saude_universidade_federal_de_uberlandia_ufu,,IFTM,Instituto Federal do Triângulo Mineiro,Escola Técnica de Saúde – Universidade Federal de Uberlândia (Ufu),Outros,Sudeste,MG,Bairro Umuarama Uberlândia,"Campus Umuarama - Bloco 4k - Sala 5º piso - Av. Professor José Inácio de Souza - s/n - Bloco 4K - 5º piso, Bairro Umuarama Uberlândia, MG, 38400-902",38400-902,(34) 3225-8495,estes@ufu.br,www.iftm.edu.br,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/minas-gerais
iftm_centro_de_educacao_profissional_universidade_federal_do_triangulo_mineiro_uftm,,IFTM,Instituto Federal do Triângulo Mineiro,Centro de Educação Profissional – Universidade Federal do Triângulo Mineiro (Uftm),Centro de Educação Profissional,Sudeste,MG,Uberaba,"Praça Manoel Terra, 330, Abadia, Uberaba, MG, 38015-050",38015-050,(34) 3700-6835,cefores@uftm.edu.br,www.iftm.edu.br,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/minas-gerais
cp_ufmg_centro_tecnico_pedagogico_universidade_federal_de_minas_gerais_ufmg,,CP/UFMG,Centro Técnico Pedagógico – Universidade Federal de Minas Gerais (Ufmg),Centro Técnico Pedagógico – Universidade Federal de Minas Gerais (Ufmg),Outros,Sudeste,MG,Belo Horizonte,"Avenida Presidente Antônio Carlos, 6627, Pampulha, Belo Horizonte, MG, 31270-901",31270-901,(31) 3409-5182,secretaria-tu@ebap.ufmg.br,www.cp.ufmg.br,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/minas-gerais
cp_ufmg_colegio_tecnico_universidade_federal_de_minas_gerais_ufmg,,CP/UFMG,Centro Técnico Pedagógico – Universidade Federal de Minas Gerais (Ufmg),Colégio Técnico – Universidade Federal de Minas Gerais (Ufmg),Colégio Técnico,Sudeste,MG,Belo Horizonte,"Avenida Presidente Antônio Carlos, 6627, Pampulha, Belo Horizonte, MG, 31270-901",31270-901,(31) 3409-4962,diretoria@coltec.ufmg.br,www.cp.ufmg.br,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/minas-gerais
cp_ufmg_centro_de_ensino_e_desenvolvimento_agrario_universidade_federal_de_vicosa_ufv,,CP/UFMG,Centro Técnico Pedagógico – Universidade Federal de Minas Gerais (Ufmg),Centro de Ensino e Desenvolvimento Agrário – Universidade Federal de Viçosa (Ufv),Centro de Ensino,Sudeste,MG,km 06 Florestal,"Universidade Federal de Viçosa - Campus Florestal - Rodovia LMG 818, km 06 Florestal, MG, 35690-000",35690-000,None,pse.caf@ufv.br E-mail: cedaf@ufv.br,www.cp.ufmg.br,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/minas-gerais
cpii_reitoria_do_colegio_pedro_ii,,CPII,Colégio Pedro II,Reitoria do Colégio Pedro II,Reitoria,Sudeste,RJ,Rio de Janeiro,"Campo de São Cristóvão, 177, 3°andar - São Cristóvão, Rio de Janeiro, RJ, 20921-903",20921-903,(21) 2163-5808,reitoriagab@cp2.g12.br,https://cp2.g12.br/index.php,Ana Paula Giraux Leitão,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-de-janeiro
cpii_campus_centro,1938,CPII,Colégio Pedro II,Campus Centro,Campus,Sudeste,RJ,Rio de Janeiro,"Avenida Marechal Floriano, 80, Centro, Rio de Janeiro, RJ, 20080-001",20080-001,(21) 2163-7757,cce@cp2.g12.br,https://cp2.g12.br/index.php,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-de-janeiro
cpii_campus_duque_de_caxias,2012,CPII,Colégio Pedro II,Campus Duque de Caxias,Campus,Sudeste,RJ,Duque de Caxias,"Rua Doutor Manoel Reis, 501, Centenário, Duque de Caxias, RJ, 25020-210",25020-210,(21) 2163-5997,cdc@cp2.g12.br,https://cp2.g12.br/index.php,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-de-janeiro
cpii_campus_engenho_novo_i,1986,CPII,Colégio Pedro II,Campus Engenho Novo I,Campus,Sudeste,RJ,Rio de Janeiro,"Rua Barão do Bom Retiro, 726, Engenho Novo, Rio de Janeiro, RJ, 20715-003",20715-003,(21) 2163-7885,cen1@cp2.g12.br,https://cp2.g12.br/index.php,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-de-janeiro
cpii_campus_engenho_novo_ii,1952,CPII,Colégio Pedro II,Campus Engenho Novo II,Campus,Sudeste,RJ,Rio de Janeiro,"Rua Barão do Bom Retiro, 726, Engenho Novo, Rio de Janeiro, RJ, 20715-003",20715-003,(21) 2163-7844,cen2@cp2.g12.br,https://cp2.g12.br/index.php,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-de-janeiro
cpii_campus_humaita_i,1985,CPII,Colégio Pedro II,Campus Humaitá I,Campus,Sudeste,RJ,Rio de Janeiro,"Rua João Afonso, 56, Humaitá, Rio de Janeiro, RJ, 22261-040",22261-040,(21) 2163-7935,ch1@cp2.g12.br,https://cp2.g12.br/index.php,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-de-janeiro
cpii_campus_humaita_ii,1952,CPII,Colégio Pedro II,Campus Humaitá II,Campus,Sudeste,RJ,Rio de Janeiro,"Rua do Humaitá, 80, Humaitá, Rio de Janeiro, RJ, 22261-001",22261-001,(21) 2163-9002,ch2@cp2.g12.br,https://cp2.g12.br/index.php,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-de-janeiro
cpii_campus_niteroi,2006,CPII,Colégio Pedro II,Campus Niterói,Campus,Sudeste,RJ,Niterói,"Rua Assis Vasconcelos, s/n, Barreto, Niterói, RJ, 24110-250",24110-250,(21) 2163-5994,cni@cp2.g12.br,https://cp2.g12.br/index.php,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-de-janeiro
cpii_campus_realengo_i,2010,CPII,Colégio Pedro II,Campus Realengo I,Campus,Sudeste,RJ,Rio de Janeiro,"Rua Bernardo de Vasconcelos, 941, Realengo, RJ, 21710-261",21710-261,(21) 2163-4868,cre1@cp2.g12.br,https://cp2.g12.br/index.php,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-de-janeiro
cpii_campus_realengo_ii,2004,CPII,Colégio Pedro II,Campus Realengo II,Campus,Sudeste,RJ,Rio de Janeiro,"Rua Bernardo de Vasconcelos, 941, Realengo, RJ, 21710-261",21710-261,(21) 2163-4800,cre2@cp2.g12.br,https://cp2.g12.br/index.php,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-de-janeiro
cpii_campus_sao_cristovao_i,1984,CPII,Colégio Pedro II,Campus São Cristóvão I,Campus,Sudeste,RJ,Rio de Janeiro,"Campo de São Cristóvão, 177, São Cristóvão, Rio de Janeiro, RJ, 20921-440",20921-440,(21) 2163-5887,csc1@cp2.g12.br,https://cp2.g12.br/index.php,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-de-janeiro
cpii_campus_sao_cristovao_ii,1888,CPII,Colégio Pedro II,Campus São Cristóvão II,Campus,Sudeste,RJ,Rio de Janeiro,"Campo de São Cristóvão, 177, São Cristóvão, Rio de Janeiro, RJ, 20921-440",20921-440,(21) 2163-5922,csc2@cp2.g12.br,https://cp2.g12.br/index.php,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-de-janeiro
cpii_campus_sao_cristovao_iii,1999,CPII,Colégio Pedro II,Campus São Cristóvão III,Campus,Sudeste,RJ,Rio de Janeiro,"Campo de São Cristóvão, 177, São Cristóvão Rio de Janeiro, RJ, 20921-440",20921-440,(21) 2163-5963,csc3@cp2.g12.br,https://cp2.g12.br/index.php,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-de-janeiro
cpii_campus_tijuca_i,1987,CPII,Colégio Pedro II,Campus Tijuca I,Campus,Sudeste,RJ,Rio de Janeiro,"Rua 8 de dezembro, 378, Vila Isabel, Rio de Janeiro, RJ, 20550-012",20550-012,(21) 2163-7953,ct1@cp2.g12.br,https://cp2.g12.br/index.php,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-de-janeiro
cpii_campus_tijuca_ii,1957,CPII,Colégio Pedro II,Campus Tijuca II,Campus,Sudeste,RJ,Rio de Janeiro,"Rua São Francisco Xavier, 204/208, Tijuca, Rio de Janeiro, RJ, 20550-012",20550-012,(21) 2163-4913,ct2@cp2.g12.br,https://cp2.g12.br/index.php,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-de-janeiro
cpii_centro_de_referencia_em_educacao_infantil_realengo_creir,,CPII,Colégio Pedro II,Centro de Referência em Educação Infantil Realengo (CREIR),Centro de Referência,Sudeste,RJ,Rio de Janeiro,"Rua Bernardo de Vasconcelos 941, Realengo, Rio de Janeiro, RJ, 21741-261",21741-261,(21) 2163-5779,secretaria.creir@cp2.g12.br,https://cp2.g12.br/index.php,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-de-janeiro
iff_reitoria_do_instituto_federal_fluminense,,IFF,Instituto Federal Fluminense,Reitoria do Instituto Federal Fluminense,Reitoria,Sudeste,RJ,Campos dos Goytacazes,"Rua Coronel Walter Kramer, nº 363, Pq. Santo Antônio, Campos dos Goytacazes, RJ, 28080-565",28080-565,(22) 2737-5624,reitoria@iff.edu.br,https://portal1.iff.edu.br/,Victor Barbosa Saraiva,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-de-janeiro
iff_campus_cabo_frio,2008,IFF,Instituto Federal Fluminense,Campus Cabo Frio,Campus,Sudeste,RJ,Cabo Frio,"Est. Cabo-Frio-Búzios, s/nº, Baía Formosa Cabo Frio, RJ, 28905-000",28905-000,(22) 2645-9500,gabinetecf@iff.edu.br,https://portal1.iff.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-de-janeiro
iff_campus_avancado_cambuci,2014,IFF,Instituto Federal Fluminense,Campus Avançado Cambuci,Campus Avançado,Sudeste,RJ,Cambuci,"Estrada Cambuci-Três Irmãos, KM 5, Zona Rural, Cambuci, RJ, 28430-000",28430-000,(22) 2726-1550,gabinete.cambuci@iff.edu.br,https://portal1.iff.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-de-janeiro
iff_campus_campos_centro,1909,IFF,Instituto Federal Fluminense,Campus Campos Centro,Campus,Sudeste,RJ,Campos dos Goytacazes,"Rua Doutor Siqueira, 273, Parque Dom Bosco, Campos dos Goytacazes, RJ, 28030-130",28030-130,(22) 2726-280,gabinete.camposcentro@iff.edu.br,https://portal1.iff.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-de-janeiro
iff_campus_campos_guarus,2006,IFF,Instituto Federal Fluminense,Campus Campos Guarus,Campus,Sudeste,RJ,Campos dos Goytacazes,"Avenida Souza Mota, 350, Parque Fundão, Campos dos Goytacazes, RJ, 28060-010",28060-010,(22) 2737-2400,campusguarus@iff.edu.br,https://portal1.iff.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-de-janeiro
iff_campus_itaborai,2021,IFF,Instituto Federal Fluminense,Campus Itaboraí,Campus,Sudeste,RJ,Itaboraí,"End.: Rua Izaura Pantoja, 167, Nova Cidade, Itaboraí, RJ, 24804-162",24804-162,(21) 3731-6826,None,https://portal1.iff.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-de-janeiro
iff_campus_itaperuna,2009,IFF,Instituto Federal Fluminense,Campus Itaperuna,Campus,Sudeste,RJ,Itaperuna,"BR 356, km3 - Cidade Nova, Itaperuna, RJ, 28300-000",28300-000,(22) 3826-2300,gabineteitaperuna@iff.edu.br,https://portal1.iff.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-de-janeiro
iff_campus_macae,1992,IFF,Instituto Federal Fluminense,Campus Macaé,Campus,Sudeste,RJ,Macaé,"Rodovia Amaral Peixoto, km 164, Imboassica, Macaé, RJ, 27932-050",27932-050,(22) 3399-1500,gabinete.macae@iff.edu.br,https://portal1.iff.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-de-janeiro
iff_campus_marica,2015,IFF,Instituto Federal Fluminense,Campus Maricá,Campus,Sudeste,RJ,Maricá,"RJ-114 KM 12,5, Ubatiba, Maricá, RJ, 24900-000",24900-000,(21) 3731-6800,gabinete.marica@iff.edu.br,https://portal1.iff.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-de-janeiro
iff_campus_quissama,2013,IFF,Instituto Federal Fluminense,Campus Quissamã,Campus,Sudeste,RJ,Quissamã,"Av. Amilcar Pereira da Silva, 727, Piteiras, Quissamã, RJ, 28735-970",28735-970,(22) 2768-9200,gabinete.quissama@iff.edu.br,https://portal1.iff.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-de-janeiro
iff_campus_avancado_sao_joao_da_barra,2014,IFF,Instituto Federal Fluminense,Campus Avançado São João da Barra,Campus Avançado,Sudeste,RJ,São João da Barra,"BR-356, Km 181, Perigoso, São João da Barra, RJ, 28200-000",28200-000,(22)2737-5690,campus.sjb@iff.edu.br,https://portal1.iff.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-de-janeiro
iff_campus_santo_antonio_de_padua,2015,IFF,Instituto Federal Fluminense,Campus Santo Antônio de Pádua,Campus,Sudeste,RJ,Santo Antÿnio de Pádua,"Av. João Jazbick, Aeroporto Santo Antônio de Pádua, RJ, 28470-000",28470-000,(22) 3853-9650,campus.sjb@iff.edu.br,https://portal1.iff.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-de-janeiro
iff_polo_de_inovacao_campos_dos_goytacazes,2015,IFF,Instituto Federal Fluminense,Polo de Inovação Campos dos Goytacazes,Polo de Inovação,Sudeste,RJ,Campos dos Goytacazes,"BR 356, km 158 - Martins Lage, Campos dos Goytacazes, RJ, 28100-000",28100-000,(22) 2737-5691,None,https://portal1.iff.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-de-janeiro
ifrj_reitoria_do_instituto_federal_do_rio_de_janeiro,,IFRJ,Instituto Federal do Rio de Janeiro,Reitoria do Instituto Federal do Rio de Janeiro,Reitoria,Sudeste,RJ,Rio de Janeiro,"Rua Buenos Aires, 256, Praça da Bandeira, Rio de Janeiro, RJ, 20260-100",20260-100,(21) 3233-8049,gr@ifrj.edu.br,https://www.ifrj.edu.br/,Rafael Barreto Almada,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-de-janeiro
ifrj_campus_arraial_do_cabo,2013,IFRJ,Instituto Federal do Rio de Janeiro,Campus Arraial do Cabo,Campus,Sudeste,RJ,Arraial do Cabo,"R. José Pinto de Macedo, s/n – Prainha, Arraial do Cabo, RJ, 28930-000",28930-000,None,dgcac@ifrj.edu.br,https://www.ifrj.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-de-janeiro
ifrj_campus_duque_de_caxias,2008,IFRJ,Instituto Federal do Rio de Janeiro,Campus Duque de Caxias,Campus,Sudeste,RJ,Duque de Caxias,"Avenida República do Paraguai, nº 120, Sarapuí, Duque de Caxias, RJ, 25050-100",25050-100,(21) 2784-6123,dg.cduc@ifrj.edu.br,https://www.ifrj.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-de-janeiro
ifrj_campus_engenheiro_paulo_de_frontin,2013,IFRJ,Instituto Federal do Rio de Janeiro,Campus Engenheiro Paulo de Frontin,Campus,Sudeste,RJ,Engenheiro Paulo de Frontin,"Av. Maria Luiza, s/nº, Sacra Família do Tinguá, Engenheiro Paulo de Frontin, RJ, 26660-000",26660-000,(24) 2486-1801,dg.cepf@ifrj.edu.br,https://www.ifrj.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-de-janeiro
ifrj_campus_avancado_mesquita,2016,IFRJ,Instituto Federal do Rio de Janeiro,Campus Avançado Mesquita,Campus Avançado,Sudeste,RJ,Mesquita,"Rua Baronesa de Mesquita, s/nº, Centro, Mesquita, RJ, 26551-470",26551-470,(21) 2797-2509,dg.cmesq@ifrj.edu.br,https://www.ifrj.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-de-janeiro
ifrj_campus_nilopolis,1994,IFRJ,Instituto Federal do Rio de Janeiro,Campus Nilópolis,Campus,Sudeste,RJ,Nilópolis,"Rua Lúcio Tavares, nº 1045, Centro, Nilópolis, RJ, 26530-060",26530-060,(21) 3236-1810,dg.cnil@ifrj.edu.br,https://www.ifrj.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-de-janeiro
ifrj_campus_pinheiral,1934,IFRJ,Instituto Federal do Rio de Janeiro,Campus Pinheiral,Campus,Sudeste,RJ,Pinheiral,"Rua José Breves, 550, Centro, Pinheiral, RJ, 27197-000",27197-000,(24) 3356-8206,dg.cpin@ifrj.edu.br,https://www.ifrj.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-de-janeiro
ifrj_campus_paracambi,2003,IFRJ,Instituto Federal do Rio de Janeiro,Campus Paracambi,Campus,Sudeste,RJ,Paracambi,"Rua Sebastião Lacerda, s/nº, Centro, Paracambi, RJ, 26600-000",26600-000,(21) 2683-9705,dg.cpar@ifrj.edu.br,https://www.ifrj.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-de-janeiro
ifrj_campus_realengo,2010,IFRJ,Instituto Federal do Rio de Janeiro,Campus Realengo,Campus,Sudeste,RJ,Rio de Janeiro,"Rua Carlos Wenceslau, nº 343, Realengo, Rio de Janeiro, RJ, 21715-000",21715-000,(21) 3107-601,dg.creal@ifrj.edu.br,https://www.ifrj.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-de-janeiro
ifrj_campus_rio_de_janeiro,1999,IFRJ,Instituto Federal do Rio de Janeiro,Campus Rio de Janeiro,Campus,Sudeste,RJ,Rio de Janeiro,"Rua Senador Furtado, nº 121/125, Maracanã, Rio de Janeiro, RJ, 20270-021",20270-021,(21) 2566-7710,dg.cmar@ifrj.edu.br,https://www.ifrj.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-de-janeiro
ifrj_campus_sao_goncalo,2010,IFRJ,Instituto Federal do Rio de Janeiro,Campus São Gonçalo,Campus,Sudeste,RJ,São Gonçalo,"Rua Dr. José Augusto Pereira dos Santos, s/nº, Neves, São Gonçalo, RJ, 24425-004",24425-004,(21) 2624-9006,dg.csg@ifrj.edu.br,https://www.ifrj.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-de-janeiro
ifrj_campus_volta_redonda,2008,IFRJ,Instituto Federal do Rio de Janeiro,Campus Volta Redonda,Campus,Sudeste,RJ,Volta Redonda,"Rua Antônio Barreiros, nº 212, N. Sra. das Graças, Volta Redonda, RJ, 27215-350",27215-350,(24) 3356-9132,dg.cvr@ifrj.edu.br,https://www.ifrj.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-de-janeiro
ifrj_campus_avancado_resende,2016,IFRJ,Instituto Federal do Rio de Janeiro,Campus Avançado Resende,Campus Avançado,Sudeste,RJ,Resende,"Av. Prefeito Botafogo, s/nº, Comercial, Resende, RJ, 27542-000",27542-000,(24) 3383-4907,dg.cres@ifrj.edu.br,https://www.ifrj.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-de-janeiro
ifrj_campus_belford_roxo,2018,IFRJ,Instituto Federal do Rio de Janeiro,Campus Belford Roxo,Campus,Sudeste,RJ,Belford Roxo,"Av. Joaquim da Costa Lima, s/nº, São Benardo, Belford Roxo, RJ, 26165-225",26165-225,(21) 3293-6078,dgcbel@ifrj.edu.br,https://www.ifrj.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-de-janeiro
ifrj_campus_sao_joao_de_meriti,2018,IFRJ,Instituto Federal do Rio de Janeiro,Campus São João de Meriti,Campus,Sudeste,RJ,São João de Meriti,"Rua Vala da Divisa, s/nº, Coelho da Rocha, São João de Meriti, RJ, 25550-110",25550-110,(21) 3293-6077,dg.csjm@ifrj.edu.br,https://www.ifrj.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/rio-de-janeiro
