UID,Ano_Criacao,Sigla_IF,Nome_IF,Campus_IF,Tipo_Unidade,Regioes,UF,Municipio,Endereco_Padronizado,CEP,Telefone,E-mail,Site,Dirigente,Fonte,Endereco_Geocodificacao_Base,latitude,longitude,geocode_status,geocode_precisao,geocode_confianca,geocode_query,geocode_endereco_retornado,geocode_osm_type,geocode_osm_id,geocode_importance,revisar_manual
ifmg_campus_ribeirao_das_neves,2013,IFMG,Instituto Federal de Minas Gerais,Campus Ribeirão das Neves,Campus,Sudeste,MG,Ribeirão das Neves,"Rua Vera Lúcia de Oliveira Andrade, 800, Vila Esplanada Ribeirão das Neves, MG, 33858-480",33858-480,(31) 3627-2303,gabinete.neves@ifmg.edu.br,www.ifmg.edu.br,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/minas-gerais,"Rua Vera Lúcia de Oliveira Andrade, 800, Vila Esplanada Ribeirão das Neves, MG, 33858-480, Brasil",-19.7842827,-44.0272101,ok,cep_municipio_uf,media,"33858-480, Ribeirão das Neves, MG, Brasil","Rua Pau Brasil, Paraíso das Piabas, Justinópolis, Ribeirão das Neves, Minas Gerais, Região Sudeste, 33903-400, Brasil",way,11348624.0,0.053401859311818074,False
ifmg_campus_sabara,2013,IFMG,Instituto Federal de Minas Gerais,Campus Sabará,Campus,Sudeste,MG,Sabará,"Rodovia MGT 262, Km 10, Sobradinho Sabará, MG, 34590-390",34590-390,(31) 2102-9393,assuntosinstitucionais.sabara@ifmg.edu.br,www.ifmg.edu.br,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/minas-gerais,"Rodovia MGT 262, Km 10, Sobradinho Sabará, MG, 34590-390, Brasil",-19.8900372,-43.8107916,ok,municipio_uf,baixa,"Sabará, MG, Brasil","Sabará, Minas Gerais, Região Sudeste, Brasil",relation,368808.0,0.5742076600559671,True
ifmg_campus_santa_luzia,2013,IFMG,Instituto Federal de Minas Gerais,Campus Santa Luzia,Campus,Sudeste,MG,Santa Luzia,"Rua Érico Veríssimo, 317, Londrina, Santa Luzia, MG, 33115-390",33115-390,(31) 3268-5620,gabinete.santaluzia@ifmg.edu.br,www.ifmg.edu.br,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/minas-gerais,"Rua Érico Veríssimo, 317, Londrina, Santa Luzia, MG, 33115-390, Brasil",-21.2063342,-43.7689132,ok,cep_municipio_uf,media,"33115-390, Santa Luzia, MG, Brasil","Avenida Brasil, Novo Horizonte, Barbacena, Minas Gerais, Região Sudeste, 36204-116, Brasil",way,682332940.0,0.0533963752193484,False
ifmg_campus_sao_joao_evangelista,1951,IFMG,Instituto Federal de Minas Gerais,Campus São João Evangelista,Campus,Sudeste,MG,São João Evangelista,"Avenida Primeiro de Junho, 1043, Centro, São João Evangelista, MG, 39705-000",39705-000,(33) 3412-2900,assuntosinstitucionais.sje@ifmg.edu.br,www.ifmg.edu.br,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/minas-gerais,"Avenida Primeiro de Junho, 1043, Centro, São João Evangelista, MG, 39705-000, Brasil",-18.5517464,-42.7549148,ok,endereco_padronizado,alta,"Avenida Primeiro de Junho, 1043, Centro, São João Evangelista, MG, 39705-000, Brasil","IFMG - Campus São João Evangelista, 1043, Avenida Primeiro de Junho, São João Evangelista, Minas Gerais, Região Sudeste, 39705-000, Brasil",way,631388572.0,6.100328068966228e-05,False
ifmg_polo_de_inovacao_formiga,2015,IFMG,Instituto Federal de Minas Gerais,Polo de Inovação Formiga,Polo de Inovação,Sudeste,MG,Formiga,"Rua Padre Alberico, n 440, São Luís, Formiga, MG, 35570-000",35570-000,(37) 3322-8529,prospeccao.polo@ifmg.edu.br,www.ifmg.edu.br,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/minas-gerais,"Rua Padre Alberico, n 440, São Luís, Formiga, MG, 35570-000, Brasil",-20.4660178,-45.4344981,ok,cep_municipio_uf,media,"35570-000, Formiga, MG, Brasil","35570-000, Formiga, Minas Gerais, Região Sudeste, Brasil",,,0.12000999999999995,False
ifnmg_reitoria_do_instituto_federal_do_norte_de_minas_gerais,,IFNMG,Instituto Federal do Norte de Minas Gerais,Reitoria do Instituto Federal do Norte de Minas Gerais,Reitoria,Sudeste,MG,Montes Claros,"Rua Professor Monteiro Fonseca, 216, Vila Brasília, Montes Claros, MG, 39400-149",39400-149,(38) 3218-7300,ifnmg@ifnmg.edu.br,https://www.ifnmg.edu.br/,Joaquina Aparecida Nobre da Silva,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/minas-gerais,"Rua Professor Monteiro Fonseca, 216, Vila Brasília, Montes Claros, MG, 39400-149, Brasil",-16.7180431,-43.8679687,ok,endereco_padronizado,alta,"Rua Professor Monteiro Fonseca, 216, Vila Brasília, Montes Claros, MG, 39400-149, Brasil","Rua Professor Monteiro Fonseca, Vila Brasília, Montes Claros, Minas Gerais, Região Sudeste, 39400-149, Brasil",way,547949236.0,0.05338714961470966,False
ifnmg_campus_almenara,2010,IFNMG,Instituto Federal do Norte de Minas Gerais,Campus Almenara,Campus,Sudeste,MG,Almenara,"Rodovia BR 367, km 07, s/n Almenara, MG, n Almenara, MG, 39900-000",39900-000,(38) 3218-7385,comunicacao.almenara@ifnmg.edu.br,https://www.ifnmg.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/minas-gerais,"Rodovia BR 367, km 07, s/n Almenara, MG, n Almenara, MG, 39900-000, Brasil",-16.1791676,-40.6957174,ok,cep_municipio_uf,media,"39900-000, Almenara, MG, Brasil","39900-000, Almenara, Minas Gerais, Região Sudeste, Brasil",,,0.12000999999999995,False
ifnmg_campus_aracuai,2010,IFNMG,Instituto Federal do Norte de Minas Gerais,Campus Araçuaí,Campus,Sudeste,MG,Araçuaí,"Fazenda do Meio Pé da Serra, s/n, BR 367, km 278, Araçuaí, MG, 39600-000",39600-000,(38) 3218-7399,comunicacao.aracuai@ifnmg.edu.br,https://www.ifnmg.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/minas-gerais,"Fazenda do Meio Pé da Serra, s/n, BR 367, km 278, Araçuaí, MG, 39600-000, Brasil",-16.8673939,-42.0349604,ok,cep_municipio_uf,media,"39600-000, Araçuaí, MG, Brasil","39600-000, Araçuaí, Minas Gerais, Região Sudeste, Brasil",,,0.12000999999999995,False
ifnmg_campus_arinos,2010,IFNMG,Instituto Federal do Norte de Minas Gerais,Campus Arinos,Campus,Sudeste,MG,Arinos,"Rodovia MG 202, km 407 - Arinos, Buritis Arinos, MG, 38680-000",38680-000,(38) 3218-7391,comunicacao.arinos@ifnmg.edu.br,https://www.ifnmg.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/minas-gerais,"Rodovia MG 202, km 407 - Arinos, Buritis Arinos, MG, 38680-000, Brasil",-15.9143716,-46.1078889,ok,cep_municipio_uf,media,"38680-000, Arinos, MG, Brasil","38680-000, Arinos, Minas Gerais, Região Sudeste, Brasil",,,0.12000999999999995,False
ifnmg_campus_avancado_janauba,2015,IFNMG,Instituto Federal do Norte de Minas Gerais,Campus Avançado Janaúba,Campus Avançado,Sudeste,MG,Janaúba,"Av. Brasil, 334 - Centro, Janaúba, MG, 39440-000",39440-000,(38) 98408-4504 e (38) 3218-7380,janauba@ifnmg.edu.br,https://www.ifnmg.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/minas-gerais,"Av. Brasil, 334 - Centro, Janaúba, MG, 39440-000, Brasil",-15.8032985,-43.3107568,ok,endereco_padronizado,alta,"Av. Brasil, 334 - Centro, Janaúba, MG, 39440-000, Brasil","Avenida Brasil, Centro, Janaúba, Minas Gerais, Região Sudeste, 39442-016, Brasil",way,371244409.0,0.053394524299992335,False
ifnmg_campus_avancado_porteirinha,2016,IFNMG,Instituto Federal do Norte de Minas Gerais,Campus Avançado Porteirinha,Campus Avançado,Sudeste,MG,Porteirinha,"Rua José Silveira Lopes, 429 - Vila Serranópolis, Porteirinha, MG, 39520-000",39520-000,(38) 8408-8125,porteirinha@ifnmg.edu.br,https://www.ifnmg.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/minas-gerais,"Rua José Silveira Lopes, 429 - Vila Serranópolis, Porteirinha, MG, 39520-000, Brasil",-15.7664886,-43.019869,ok,cep_municipio_uf,media,"39520-000, Porteirinha, MG, Brasil","39520-000, Porteirinha, Minas Gerais, Região Sudeste, Brasil",,,0.12000999999999995,False
ifnmg_campus_diamantina,2016,IFNMG,Instituto Federal do Norte de Minas Gerais,Campus Diamantina,Campus,Sudeste,MG,Diamantina,"Fazenda Biribiri, s/n (próximo ao Aeroporto) Diamantina - MG - 39.100-000",39100-000,(38) 3218-7370,diamantina@ifnmg.edu.br,https://www.ifnmg.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/minas-gerais,"Fazenda Biribiri, s/n (próximo ao Aeroporto) Diamantina - MG - 39.100-000, Brasil",-18.0928483,-43.5999952,ok,cep_municipio_uf,media,"39100-000, Diamantina, MG, Brasil","39100-000, Mendanha, Diamantina, Minas Gerais, Região Sudeste, Brasil",,,0.12000999999999995,False
ifnmg_campus_januaria,1960,IFNMG,Instituto Federal do Norte de Minas Gerais,Campus Januária,Campus,Sudeste,MG,Januária,"Fazenda São Geraldo, s/n, Estrada Januária, km 06, Januária, MG, 39480-000",39480-000,(38) 3629-4600,comunicacao.januaria@ifnmg.edu.br,https://www.ifnmg.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/minas-gerais,"Fazenda São Geraldo, s/n, Estrada Januária, km 06, Januária, MG, 39480-000, Brasil",-15.4827204,-44.3860235,ok,cep_municipio_uf,media,"39480-000, Januária, MG, Brasil","39480-000, Januária, Minas Gerais, Região Sudeste, Brasil",,,0.12000999999999995,False
ifnmg_campus_montes_claros,2010,IFNMG,Instituto Federal do Norte de Minas Gerais,Campus Montes Claros,Campus,Sudeste,MG,Montes Claros,,,(38) 2103-4141,comunicacao.montesclaros@ifnmg.edu.br,https://www.ifnmg.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/minas-gerais,"Campus Montes Claros, Instituto Federal do Norte de Minas Gerais, Montes Claros, MG, Brasil",-16.7495727,-43.8687268,ok,municipio_uf,baixa,"Montes Claros, MG, Brasil","Montes Claros, Minas Gerais, Região Sudeste, Brasil",relation,314620.0,0.5792014209061629,True
ifnmg_campus_pirapora,2010,IFNMG,Instituto Federal do Norte de Minas Gerais,Campus Pirapora,Campus,Sudeste,MG,Pirapora,"Rua Humberto Mallard, 1355, Bairro Santos Dumont Pirapora, MG, 39270-000",39270-000,(38) 3749-6950,comunicacao.pirapora@ifnmg.edu.br,https://www.ifnmg.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/minas-gerais,"Rua Humberto Mallard, 1355, Bairro Santos Dumont Pirapora, MG, 39270-000, Brasil",-17.3421837,-44.9308191,ok,cep_municipio_uf,media,"39270-000, Pirapora, MG, Brasil","39270-000, Pirapora, Minas Gerais, Região Sudeste, Brasil",,,0.12000999999999995,False
ifnmg_campus_salinas,1947,IFNMG,Instituto Federal do Norte de Minas Gerais,Campus Salinas,Campus,Sudeste,MG,Salinas,,,(38) 3841-7000,comunicacao.salinas@ifnmg.edu.br,https://www.ifnmg.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/minas-gerais,"Campus Salinas, Instituto Federal do Norte de Minas Gerais, Salinas, MG, Brasil",-16.1701004,-42.2896546,ok,municipio_uf,baixa,"Salinas, MG, Brasil","Salinas, Minas Gerais, Região Sudeste, 39560-000, Brasil",relation,315368.0,0.5543673325622546,True
ifnmg_campus_teofilo_otoni,2016,IFNMG,Instituto Federal do Norte de Minas Gerais,Campus Teófilo Otoni,Campus,Sudeste,MG,Teófilo Otoni,"Rua Mocambi, 295, Bairro Viriato, Teófilo Otoni, MG, 39800-430",39800-430,(38) 3218-7364,comunicacao.teofilootoni@ifnmg.edu.br,https://www.ifnmg.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/minas-gerais,"Rua Mocambi, 295, Bairro Viriato, Teófilo Otoni, MG, 39800-430, Brasil",-17.8476332,-41.5251353,ok,cep_municipio_uf,media,"39800-430, Teófilo Otoni, MG, Brasil","39800-430, Joaquim Pedrosa, Teófilo Otoni, Minas Gerais, Região Sudeste, Brasil",,,0.12000999999999995,False
if_sudeste_mg_reitoria_do_instituto_federal_sudeste_de_minas_gerais,,IF Sudeste MG,Instituto Federal do Sudeste de Minas Gerais,Reitoria do Instituto Federal Sudeste de Minas Gerais,Reitoria,Sudeste,MG,Juiz de Fora,"Luz Interior, 360, Estrela Sul, Juiz de Fora, MG, 36030-713",36030-713,(32) 3257-4100,gabinete@ifsudestemg.edu.br,www.ifsudestemg.edu.br,Valdir José da Silva,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/minas-gerais,"Luz Interior, 360, Estrela Sul, Juiz de Fora, MG, 36030-713, Brasil",-21.7852416,-43.3540046,ok,endereco_padronizado,alta,"Luz Interior, 360, Estrela Sul, Juiz de Fora, MG, 36030-713, Brasil","Rua Luz Interior, Estrela Sul, Ipiranga, Juiz de Fora, Minas Gerais, Região Sudeste, 36026-090, Brasil",way,119917102.0,0.05339890974288545,False
if_sudeste_mg_campus_bom_sucesso,2014,IF Sudeste MG,Instituto Federal do Sudeste de Minas Gerais,Campus Bom Sucesso,Campus,Sudeste,MG,Bom Sucesso,"Praça Rua da Independência, n° 30, Aparecida. Bom Sucesso/MG, ao lado do Posto de Saúde - 37.220-000",37220-000,(35) 99843-3201,gabinete.bomsucesso@ifsudestemg.edu.br,www.ifsudestemg.edu.br,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/minas-gerais,"Praça Rua da Independência, n° 30, Aparecida. Bom Sucesso/MG, ao lado do Posto de Saúde - 37.220-000, Brasil",-21.0433866,-44.763808,ok,cep_municipio_uf,media,"37220-000, Bom Sucesso, MG, Brasil","37220-000, Bom Sucesso, Minas Gerais, Região Sudeste, Brasil",,,0.12000999999999995,False
if_sudeste_mg_campus_avancado_cataguases,2015,IF Sudeste MG,Instituto Federal do Sudeste de Minas Gerais,Campus Avançado Cataguases,Campus Avançado,Sudeste,MG,Cataguases,"Chácara Granjaria, s/n° - Granjaria, Cataguases, MG, 36773-563",36773-563,(32) 99883-1077,dap.cataguases@ifsudestemg.edu.br,www.ifsudestemg.edu.br,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/minas-gerais,"Chácara Granjaria, s/n° - Granjaria, Cataguases, MG, 36773-563, Brasil",-21.387426,-42.6957219,ok,municipio_uf,baixa,"Cataguases, MG, Brasil","Cataguases, Minas Gerais, Região Sudeste, Brasil",relation,314854.0,0.557071144171725,True
if_sudeste_mg_campus_avancado_uba,2015,IF Sudeste MG,Instituto Federal do Sudeste de Minas Gerais,Campus Avançado Ubá,Campus Avançado,Sudeste,MG,Ubá,"Área Rural de Ubá. Rodovia MGT 265, KM 83, R. Ubá, S/N, Horto Florestal Ubá, MG, 36508-899",36508-899,(32) 98426-7466,gabinete.uba@ifsudestemg.edu.br,www.ifsudestemg.edu.br,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/minas-gerais,"Área Rural de Ubá. Rodovia MGT 265, KM 83, R. Ubá, S/N, Horto Florestal Ubá, MG, 36508-899, Brasil",-21.1105297,-42.9298157,ok,cep_municipio_uf,media,"36508-899, Ubá, MG, Brasil","Rua Pau Brasil, Bom Pastor, Ubá, Minas Gerais, Região Sudeste, 36504-096, Brasil",way,545591958.0,0.05339604409857324,False
if_sudeste_mg_campus_barbacena,1910,IF Sudeste MG,Instituto Federal do Sudeste de Minas Gerais,Campus Barbacena,Campus,Sudeste,MG,Barbacena,"Rua Monsenhor José Augusto, n 204 - Bairro São José Barbacena - MG -  36205-018",36205-018,(32) 98414-1371,gabinete.barbacena@ifsudestemg.edu.br,www.ifsudestemg.edu.br,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/minas-gerais,"Rua Monsenhor José Augusto, n 204 - Bairro São José Barbacena - MG - 36205-018, Brasil",-21.2282235,-43.7670553,ok,cep_municipio_uf,media,"36205-018, Barbacena, MG, Brasil","36205-018, Barbacena, Minas Gerais, Região Sudeste, Brasil",,,0.12000999999999995,False
if_sudeste_mg_campus_juiz_de_fora,1946,IF Sudeste MG,Instituto Federal do Sudeste de Minas Gerais,Campus Juiz de Fora,Campus,Sudeste,MG,Juiz de Fora,"Rua Bernardo Mascarenhas, 1283, Fábrica, Juiz de Fora, MG, 36080-001",36080-001,(32) 4009-3001,gabinete.jf@ifsudestemg.edu.br,www.ifsudestemg.edu.br,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/minas-gerais,"Rua Bernardo Mascarenhas, 1283, Fábrica, Juiz de Fora, MG, 36080-001, Brasil",-21.7424568,-43.3754465,ok,endereco_padronizado,alta,"Rua Bernardo Mascarenhas, 1283, Fábrica, Juiz de Fora, MG, 36080-001, Brasil","IFET - Instituto Federal Sudeste de Minas Gerais, 1283, Rua Bernardo Mascarenhas, Democrata, Fábrica, Juiz de Fora, Minas Gerais, Região Sudeste, 36080-000, Brasil",way,120664489.0,6.557640955210219e-05,False
if_sudeste_mg_campus_manhuacu,2015,IF Sudeste MG,Instituto Federal do Sudeste de Minas Gerais,Campus Manhuaçu,Campus,Sudeste,MG,Manhuaçu,"Rodovia BR116 Km 589,8 - Distrito Realeza Manhuaçu/MG - Caixa Postal 413 -  36.909-300",36909-300,(33) 3333-0108,dg.manhuacu@ifsudestemg.edu.br,www.ifsudestemg.edu.br,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/minas-gerais,"Rodovia BR116 Km 589,8 - Distrito Realeza Manhuaçu/MG - Caixa Postal 413 - 36.909-300, Brasil",-20.2476647,-42.1460559,ok,cep_municipio_uf,media,"36909-300, Manhuaçu, MG, Brasil","36909-300, Realeza, Manhuaçu, Minas Gerais, Região Sudeste, Brasil",,,0.12000999999999995,False
if_sudeste_mg_campus_muriae,2010,IF Sudeste MG,Instituto Federal do Sudeste de Minas Gerais,Campus Muriaé,Campus,Sudeste,MG,Muriaé,"Avenida Coronel Monteiro de Castro, 550, Bairro Barra Muriaé, MG, 36884-036",36884-036,(32) 3696-2850,dg@muriae@ifsudestemg.edu.br,www.ifsudestemg.edu.br,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/minas-gerais,"Avenida Coronel Monteiro de Castro, 550, Bairro Barra Muriaé, MG, 36884-036, Brasil",-21.1480078,-42.3630459,ok,cep_municipio_uf,media,"36884-036, Muriaé, MG, Brasil","Alameda do Pau Brasil, Villa Real, João XXIII, Muriaé, Minas Gerais, Região Sudeste, 36880-291, Brasil",way,377923101.0,0.05339615548943309,False
if_sudeste_mg_campus_rio_pomba,1964,IF Sudeste MG,Instituto Federal do Sudeste de Minas Gerais,Campus Rio Pomba,Campus,Sudeste,MG,Rio Pomba,"Av. Dr. José Sebastião da Paixão, s/n - Lindo Vale, Rio Pomba, MG, 36180-000",36180-000,(32) 3571-5447,dde.riopomba@ifsudestemg.edu.br,www.ifsudestemg.edu.br,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/minas-gerais,"Av. Dr. José Sebastião da Paixão, s/n - Lindo Vale, Rio Pomba, MG, 36180-000, Brasil",-21.2822756,-43.1811909,ok,cep_municipio_uf,media,"36180-000, Rio Pomba, MG, Brasil","36180-000, Rio Pomba, Minas Gerais, Região Sudeste, Brasil",,,0.12000999999999995,False
if_sudeste_mg_campus_santos_dumont,2013,IF Sudeste MG,Instituto Federal do Sudeste de Minas Gerais,Campus Santos Dumont,Campus,Sudeste,MG,Santos Dumont,"Rua Técnico Panamá, 45, Quarto Depósito, Santos Dumont, MG, 36240-000",36240-000,(32) 9 8469 7224,dg.santosdumont@ifsudestemg.edu.br,www.ifsudestemg.edu.br,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/minas-gerais,"Rua Técnico Panamá, 45, Quarto Depósito, Santos Dumont, MG, 36240-000, Brasil",-21.4571377,-43.5528391,ok,cep_municipio_uf,media,"36240-000, Santos Dumont, MG, Brasil","36240-000, Santos Dumont, Minas Gerais, Região Sudeste, Brasil",,,0.12000999999999995,False
if_sudeste_mg_campus_sao_joao_del_rei,2013,IF Sudeste MG,Instituto Federal do Sudeste de Minas Gerais,Campus São João Del Rei,Campus,Sudeste,MG,São João del-Rei,"Rua Américo Davim Filho, s/n - Vila São Paulo, São João Del Rei, MG, 36301-358",36301-358,(32) 3379-4508,gabinete.sjdr@ifsudestemg.edu.br,www.ifsudestemg.edu.br,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/minas-gerais,"Rua Américo Davim Filho, s/n - Vila São Paulo, São João Del Rei, MG, 36301-358, Brasil",-21.1124382,-44.2467121,ok,cep_municipio_uf,media,"36301-358, São João del-Rei, MG, Brasil","36301-358, Fábricas, São João del-Rei, Minas Gerais, Região Sudeste, Brasil",,,0.12000999999999995,False
iftm_reitoria_do_instituto_federal_do_triangulo_mineiro,,IFTM,Instituto Federal do Triângulo Mineiro,Reitoria do Instituto Federal do Triângulo Mineiro,Reitoria,Sudeste,MG,Uberaba,"Av. Randolfo Borges Júnior, 2900 - Univerdecidade, Uberaba, MG, 38064-300",38064-300,(34) 3326-1100,reitora@iftm.edu.br,www.iftm.edu.br,Marcelo Ponciano d a Silva,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/minas-gerais,"Av. Randolfo Borges Júnior, 2900 - Univerdecidade, Uberaba, MG, 38064-300, Brasil",-19.8029911,-47.9256899,ok,cep_municipio_uf,media,"38064-300, Uberaba, MG, Brasil","Avenida Brasil, Residencial Minas Gerais, Uberaba, Minas Gerais, Região Sudeste, 38040-450, Brasil",way,739695566.0,0.05339745098039212,False
iftm_campus_avancado_campina_verde,2014,IFTM,Instituto Federal do Triângulo Mineiro,Campus Avançado Campina Verde,Campus Avançado,Sudeste,MG,Campina Verde,"fazenda Campo belo, Rodovia BR 364, km 153, Zona Rural Campina Verde, MG, 38270-000",38270-000,(34) 5412-5661,dg.av.cvr@iftm.edu.br,www.iftm.edu.br,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/minas-gerais,"fazenda Campo belo, Rodovia BR 364, km 153, Zona Rural Campina Verde, MG, 38270-000, Brasil",-19.5374424,-49.4896881,ok,cep_municipio_uf,media,"38270-000, Campina Verde, MG, Brasil","38270-000, Campina Verde, Minas Gerais, Região Sudeste, Brasil",,,0.12000999999999995,False
iftm_campus_avancado_uberaba_parque_tecnologico_unidade_i,2015,IFTM,Instituto Federal do Triângulo Mineiro,Campus Avançado Uberaba Parque Tecnológico (Unidade I),Campus Avançado,Sudeste,MG,Uberaba,"Avenida Doutor Florestan Fernandes, 131, Univerdecidade, Uberaba, MG, 38064-190",38064-190,(34) 3326-1400,dg.av.upt@iftm.edu.br,www.iftm.edu.br,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/minas-gerais,"Avenida Doutor Florestan Fernandes, 131, Univerdecidade, Uberaba, MG, 38064-190, Brasil",-19.7188445,-47.9577374,ok,endereco_padronizado,alta,"Avenida Doutor Florestan Fernandes, 131, Univerdecidade, Uberaba, MG, 38064-190, Brasil","IFTM - Campus Uberaba Parque Tecnológico, 131, Avenida Doutor Florestan Fernandes, Parque Tecnológico, Uberaba, Minas Gerais, Região Sudeste, 38064-190, Brasil",node,9520593736.0,6.411764705877801e-05,False
iftm_campus_avancado_uberaba_parque_tecnologico_unidade_ii,,IFTM,Instituto Federal do Triângulo Mineiro,Campus Avançado Uberaba Parque Tecnológico (Unidade II),Campus Avançado,Sudeste,MG,Parque das Américas Uberaba,"Avenida Edilson Lamartine Mendes, 300, Parque das Américas Uberaba, MG, 38045-000",38045-000,(34) 33261000,secretariaprofept@iftm.edu.br,www.iftm.edu.br,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/minas-gerais,"Avenida Edilson Lamartine Mendes, 300, Parque das Américas Uberaba, MG, 38045-000, Brasil",-19.7757747,-47.952233,ok,municipio_uf,baixa,"Parque das Américas Uberaba, MG, Brasil","Parque das Américas, Uberaba, Minas Gerais, Região Sudeste, 38040-450, Brasil",node,2344429270.0,0.14673078431372544,True
